pp_bucket,won,win_rate
0-20,0.23529411764705882,23.52941176470588
21-30,0.29651162790697677,29.651162790697676
31-40,0.4069529652351738,40.695296523517385
41-50,0.4759284731774415,47.59284731774415
51-60,0.5368421052631579,53.68421052631579
60-70,0.6396761133603239,63.96761133603239
70+,0.7387387387387387,73.87387387387388
